atoms,coordinates,total_energy,forces,source,charge
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.9246643125869581, 1.9102561800465774, 0.06821555267341131], [0.04593126600511599, -1.151915795616206, 0.1793642387084236], [-1.408236970283475, 0.9133204280617264, 3.9602843656368467], [-1.7426010310698377, 2.459495540539242, 1.7533732438250118], [1.554106137683036, 3.7220646031108964, 2.6264611068613877], [0.9126075718849941, 2.3347823870060576, 5.254665768301708], [4.528838616600011, 2.444136263588322, 3.1964193966246097], [0.005398414686767744, -1.7027566802743368, 3.061008447360384], [3.8406162938985813, 0.36026037527503796, 1.0790482441990668], [3.5089618233932494, 0.8694580970760993, 5.347231435752817], [3.116524225990309, -1.4209801434408194, 3.274904472728056]]",[-64250.7734375],"[[0.023114327866212096, -0.4379341346169011, 1.0042996737818772], [0.18190590606705917, 0.34664120442490465, 0.2335555404001289], [-0.1576698001308674, -0.8647977099821926, 1.2699251158154405], [-0.007682506761611391, 0.9498328801617156, -1.3246978708804904], [-0.014008056517411849, -0.5128389470672238, -0.2808223156017448], [-0.03321710792769927, 0.27429757208979927, -0.3913624832492344], [0.2937134740056677, 0.7059481842263464, -0.7997456788107331], [0.4141169130387024, 0.03875473240087999, -0.4375322195491287], [-0.16197166946808614, 0.39239956399217624, -0.30557094552469294], [-0.0348143397986168, -0.9311136961646355, 0.6421796484606698], [-0.5010579916204664, 0.03784698850267473, 0.39179175486972617]]",bi11-3,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.25324687376999017, 0.11287729026032506, -0.1616182596813127], [3.533004551325754, 0.024766505692488696, 0.17533535862590655], [3.9847961645513164, 3.058355438767634, -0.10153783395643566], [6.860613721423252, 2.7008265856461753, -0.07949608373001228]]",[-23374.24609375],"[[0.5021662919602435, -0.08993420426623525, 0.06943417039363127], [-0.486583649861045, 0.3289159066138408, -0.0979898348665446], [-0.9431294963036287, -0.09351616432136428, 0.0030950941494073112], [0.929033158339396, -0.14730362068969105, 0.025366975431962438]]",bi4-6,"tensor(-6, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.624997974126964, 5.376223812259334, 0.053580847299854045], [-2.8798833326108753, 5.7420494283648456, -0.09853691578119396], [-5.515408300829541, 2.277987236191947, 0.13158213742029395], [-2.5002008825727415, 2.6997001013888187, -0.12007150735827457]]",[-23365.896484375],"[[-1.3277610848757821, -0.8511842254578759, 0.12521891222093284], [1.2608172349551738, -0.6244590814820311, -0.09793003097403956], [0.4282227126677854, 0.9199684720360549, -0.08632067104687743], [-0.3606089357381011, 0.5569943257737395, 0.05837415267079518]]",bi4-2,"tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.628785951623442, 5.3851578618453875, 0.028362936665185356], [-2.6414308533753803, 5.317028386705794, -0.20331299496698046], [-5.62813863484641, 2.409875460751099, -0.0019128846891166285], [-2.5103602055897154, 2.5852203063871744, -0.10415210464078287]]",[-23365.8828125],"[[0.4214547426626767, -0.012629754201386957, -0.08469511588791882], [-0.4733652412663208, 1.7633133996328891, 0.023375130430276576], [0.8394800431938443, 0.022048260490247835, 0.020686284688298907], [-0.7880605227205852, -1.7760871614017402, 0.039769598800260195]]",bi4-2,"tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.5303028328571235, 5.4410635635275675, -0.07192969181206145], [-2.8185586054083784, 5.623030281766254, -0.2571869246333334], [-5.548219145036863, 2.5097551311263104, 0.06419487874159482], [-2.521611102904644, 2.6903567631737957, 0.01221719834051951]]",[-23365.9375],"[[-1.8698275774644753, -0.047996326125876475, 0.06227451831697418], [1.806204051997048, -0.016344984891258265, -0.05103813310444442], [0.34418456542186504, 0.021546031206225412, 0.04493310698837552], [-0.27630838155885906, 0.04329344674969711, -0.0578680564454861]]",bi4-2,"tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.1483014511686969, 0.4714904744848746, -1.6699746133532658], [0.15426755565333305, 1.9666870404989005, 0.6612477062311222], [-0.15425420104086096, -1.9668784671476545, -0.6612305454481352], [-1.14831480578117, -0.4712990478361213, 1.66995745257028], [-7.137769885042673, 1.8544448285171704, -1.090442547930818], [-4.627962664112075, 1.168731288682985, 2.881523161853406], [-3.0953973253069846, 3.0974018940693124, 1.0605249727518955], [-6.148992209640053, 3.2790147105566616, 1.2538183301790342], [-4.981455475074422, -0.1669500700479556, -1.4235984701821631], [-4.886296738520588, -1.2865264367654317, 1.3311131618320058], [-2.58142176505205, 1.5850695689911474, -1.3779868917009503]]",[-64250.3046875],"[[0.2568586439067324, -0.13684549854877356, -0.27756878844552346], [-0.016991278307045162, 0.34713742760863076, -0.2924744587090997], [0.12400571081433694, 0.01161737148902996, 0.1401772901283764], [-0.4559120177417953, -0.6162449165733873, -0.11745772451699821], [0.36894234847711393, 0.07038002834611402, -0.1585661386091607], [-0.020483496527952547, 0.03250698941184595, -0.10090063378239968], [-0.2979341992823767, 0.29850457312215806, 0.20861479754304604], [-0.20853951560097606, 0.1538728443108514, 0.19906849192998674], [-0.3714562716901713, -0.48973186457371504, 0.217976240736883], [0.2011238843524445, 0.029597424626188733, -0.015469127832040427], [0.41578165183144333, 0.3058869856995303, 0.19698697708500745]]",bi11-3_samples,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.209232052138055, 0.3054136702664747, 0.12400517011652036], [3.3126171885701545, 0.07824363008158683, 0.0018950613546751937], [3.70045095723953, 3.0999056683042396, 0.09659609013667683], [7.022854443658171, 2.809560034433775, -0.21429129134690286]]",[-23374.322265625],"[[0.1445347467465908, 0.016017919819986588, -0.002044471398648454], [-0.08920195368216684, 0.15297198068849926, 0.007529376915101746], [0.6015088877899263, -0.251759269351233, -0.07572653747373655], [-0.6536976827531897, 0.08374581265530036, 0.06857634706192978]]",bi4-6,"tensor(-6, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[12.019990289913652, 20.428926046724456, 15.488875132518883], [9.097655015284165, 17.066846491588592, 14.598514802820217], [7.458912053528475, 19.346525472161176, 15.532480617317924], [9.874982545304555, 20.02444305896868, 13.900994900668376], [11.280123206982946, 18.884641739745724, 17.989905325824925], [10.94539725804759, 16.222606874598945, 16.651526117639783], [8.197717472128337, 19.712147944683313, 18.37941607038628]]",[-40889.99609375],"[[1.376776622567777, 0.26147012565734135, 1.4212932414676271], [0.04979111138821774, -0.39969862135910084, -0.5237026352444157], [-0.4074069985749851, 0.29418043801928606, 0.7053290622437494], [-1.2035710772852302, -0.4033010474066778, -1.2963082483412818], [-0.5819427819445591, 0.15554565637197007, -0.0766638079369258], [0.030352655742983285, 0.2711804163204424, 0.17967177045427685], [0.7430070571846626, -0.1889940300143315, -0.41727510363713843]]",bi7-3,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.0425655157410816, 1.7604524111832154, 0.376906670812735], [0.3834209390153529, -1.1856400499368314, 0.3489029154655142], [-1.3200272716065597, 0.8842523668494449, 3.9930840147080935], [-1.7565765745498372, 2.6544240683025606, 1.7953742294784127], [1.5133418310998683, 3.4597479336910797, 2.5363491327144656], [0.9913746072017953, 2.591364780696593, 5.289300860081107], [4.651597252649134, 2.5340034878962925, 3.1010819668640677], [0.14225034295408404, -1.8291676675266335, 3.0533554789617003], [3.9747797496890502, 0.530204012651635, 1.1749459579539954], [3.6808825524644164, 0.6990919388471402, 5.259015930458562], [3.035900054714318, -1.2764644085386654, 3.3053333998108885]]",[-64250.5703125],"[[-0.13643571590098977, -1.0089281762447984, -1.0811628451678503], [-0.11757743514619143, 0.21128406689475998, -1.0028768245079185], [0.050936898432755125, -0.06695089474715432, 0.6861347381204898], [0.16500536718281225, 0.024947432871197175, -0.2018278013640535], [0.38504743902674327, 1.289332841618748, 0.7443825981343698], [0.026974687125143535, -1.034837197086292, -0.11190665830907905], [0.13726289166611086, 0.8256927519999944, 0.7566405963246947], [-0.4652597312371809, 0.23886852232404274, 0.7359267493953101], [-0.22161707908686862, -0.8170039611860871, -1.1067736178781926], [-0.12351792085362955, 1.126777839943803, 1.003917607641454], [0.3074484175102914, -0.8014822028433167, -0.4330177198632356]]",bi11-3,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[12.113532788212485, 20.408680912631297, 15.533031902160698], [9.059068774009571, 16.80166847661468, 14.472459010472386], [7.606927460407657, 19.46867274768858, 15.461126352812094], [9.892739283380045, 19.7218321761352, 13.734424802758442], [11.265797525782796, 18.62172073239272, 18.05633543149374], [10.741433007211397, 16.14520065971645, 16.45221486911998], [8.35473103078136, 19.68348873184894, 18.21546128762385]]",[-40889.88671875],"[[-0.2796687123992876, -0.47564920488584206, 0.4130257876775122], [-1.365070897640998, 0.9082817732831596, -1.434563226420204], [-0.8926134619793924, -0.4207962827800224, 0.26244097474633094], [0.9827486752016054, 0.15791302662403056, -0.40774206492370624], [-0.40179700265011764, 0.5068171630330011, -0.726636834330858], [1.3442254101571742, -0.5066686046104327, 1.6926568747003614], [0.6101441996285927, -0.1684258104482953, 0.20901876949448153]]",bi7-3,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.17146393845621105, 0.19067698498773494, -0.12652589244159276], [3.3869686054590447, -0.09872192300454867, -0.029520461671017465], [3.676529242526891, 2.8954777067061603, -0.08520786504794436], [6.923823474719265, 2.7551862939755143, 0.007413240252568529]]",[-23374.341796875],"[[0.4733986142037548, -0.03215212041565814, 0.019252698481618685], [-0.42916281134601136, 0.04954570974058083, -0.0179920601955422], [0.43357174147789523, -0.04384162681475349, 0.016230246778320637], [-0.47803873805937264, 0.028932022761171513, -0.01752745131371812]]",bi4-6,"tensor(-6, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.723175106169583, 5.446906167726576, -0.12719897184255033], [-2.6303192652380663, 5.722010535335909, -0.12910150319051122], [-5.59446145466062, 2.6199534397591493, -0.0770626759606348], [-2.5883591692952566, 2.6600574197128046, -0.05366297033140098]]",[-23365.99609375],"[[0.6951109784263172, 0.8304307835179762, -0.019848845073698874], [-0.787416203913115, -0.578882653274762, 0.022002561677462614], [0.5049447304123772, -0.6873025338202225, 0.022557308343613486], [-0.4154279192634794, 0.4387974601124014, -0.024726302450784998]]",bi4-2,"tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[12.086018845632204, 20.35528956000334, 15.51792754350861], [8.885951183485979, 17.03005179957271, 14.571111612648538], [7.45203927029139, 19.517005048823698, 15.529840662678144], [9.882420737667301, 19.81079382516718, 13.803894932215362], [11.1741700054156, 18.783032918733294, 18.069449845145652], [10.569164622803651, 16.09193798495514, 16.5997377305523], [8.423215597389257, 19.65971920526878, 18.329588412466688]]",[-40890.19140625],"[[0.19855833335944303, -0.20731731532835404, 0.7461057524231431], [-0.4108291387694902, -0.06348951949677534, -0.7319672483438167], [-0.25278539718866877, 0.08157353781868618, 0.5308960716352394], [-0.06205504883011996, 0.06245490701422924, -0.43392855937135383], [0.25540329587089644, -0.2531689031476562, -0.7488552916598101], [0.5660106753109976, 0.17844561068060333, 0.8163539859485431], [-0.29880729497527675, 0.19623431193058263, -0.16468963554052435]]",bi7-3,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.3688207905151266, 0.40618291098492487, 0.11051744791441215], [3.421294229994859, 0.03625942179508397, -0.05531160251394122], [3.708108352213174, 3.1405516298609086, 0.13584568985442538], [6.839858600053809, 2.70786712093022, 0.10079273158736471]]",[-23374.28125],"[[-0.11115502159648578, -0.06983490275329737, -0.014135223349883843], [0.0034960640791364904, 0.6092556258861276, 0.04886481954158037], [0.2753711625177614, -0.6608057584719942, -0.03668199530693302], [-0.16964590241516267, 0.12225879951925461, -0.00016666671211750905]]",bi4-6,"tensor(-6, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.8289766059887089, 1.815643995133185, 0.2094150446127558], [0.16295128740489812, -1.3635373230640517, 0.2384355514461557], [-1.5821920846923372, 0.795417718850403, 3.922844987920806], [-1.7871281276943627, 2.4317465106910507, 1.9485063416268775], [1.4110631658889556, 3.686132628944269, 2.584152762615723], [0.9524013761278799, 2.2823094051821227, 4.99357369908458], [4.475186357872937, 2.54513419608614, 3.0800503727398176], [-0.07756285282531561, -1.7674785604172945, 3.0541435070663767], [3.8058005032987765, 0.3888058060615519, 0.8687456105933704], [3.718206450567924, 0.8942833526952519, 5.449907172104525], [3.303551489669154, -1.5511414102658563, 3.3668990186019627]]",[-64250.12890625],"[[0.13372397190163252, -0.5387960475643426, 0.26236008779627895], [0.10074539048792619, 0.5721232193368552, -0.01080390999573267], [0.35591024212017625, -2.030506701238661, 2.954284521818802], [-0.28988617915162085, 2.2376868224266855, -2.9702515954746365], [0.40558357120763494, 0.11386522293309573, -1.0624256634387177], [-0.01674334669250262, -0.7061847258476045, 1.020978429185149], [-0.05857680713370343, 0.01913040646342827, -0.3030704434775374], [0.7984621834049503, -0.22701027947364383, -0.02886553399676137], [-0.4618561029956439, -0.09209460059969495, 1.051431620259376], [-0.36067922973728805, -0.43848923609548385, -0.5698061398903578], [-0.6097153393848335, 1.0776388892320212, -0.345914713115093]]",bi11-3,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.8142315743428222, 1.7472983651286804, 0.23399278395103307], [0.1414793145799442, -1.3522282226607525, 0.2244338903040038], [-1.2903120889750102, 0.610762892128783, 4.05500940662078], [-1.8483055322772994, 2.472503090802659, 1.7949874816119025], [1.5963156288053868, 3.579343268622715, 2.609839035899418], [0.9892234353574928, 2.5519979652798073, 5.248410214796055], [4.495927293283771, 2.6338850126361244, 3.162509588823668], [-0.04732143374779425, -1.5338812529802444, 3.0817356816414807], [3.486537590447322, 0.38131224240295186, 1.0645271423379148], [3.6480639190520456, 0.7258094119221743, 5.4820731502448705], [2.9601348688857123, -1.1512646942285378, 3.349417870012256]]",[-64250.203125],"[[-0.21146234728626034, -0.21075642481307982, 0.1785641900237818], [0.1990901920526326, 0.4028444192334667, -0.2824420600643551], [-1.4885080858108506, 3.2885846813754833, 1.2044277693309169], [0.2045030871004821, -0.3082555386596971, 0.25578361366020613], [-0.05807029953166174, 0.4729183318684178, -0.46750456264501145], [-0.021908253561508856, -1.008662324031341, 0.12852087898742054], [0.02870275222366257, -0.459607054976304, 0.05596579901174714], [1.5097870615266755, -2.7560914395758362, -0.8365798372288541], [0.47334734637845166, 0.8114395766564492, -0.9880693190171643], [-0.2909553987017988, 1.0181774678569042, 0.04631314737109574], [-0.3445363953724406, -1.25292342967706, 0.6898011332499896]]",bi11-3,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.7905727132506406, 1.5604926782751343, 0.23088563404950269], [0.23192404343597112, -1.2677829415873847, 0.34338296275701147], [-1.297757186284493, 0.9978352058965139, 4.095541273401259], [-1.7910885033921653, 2.6046973334976125, 1.9610733918787167], [1.390313921721288, 3.6877128648479305, 2.332206639509737], [0.8237370826144815, 2.3062151167253324, 5.280523200322121], [4.461147735876313, 2.393210071655938, 3.0711041961564916], [0.04625743798954716, -1.8479834605270908, 2.9824565506528473], [3.842067693116839, 0.39688625286935614, 1.0955613757496327], [3.6391355088482458, 0.9450018515317367, 5.508942924620677], [3.071195867560932, -1.2796882511649268, 3.197098068716047]]",[-64250.078125],"[[0.35068838014253834, 1.0261653755626055, 0.20918794817577258], [-0.21227193669606187, -0.3538559295616416, -1.5612713738353226], [-1.2989384883254882, -2.2450391530804845, 0.655527794992445], [-0.11311641443553926, 0.8548583339011124, -1.3074529582489467], [0.04986463469475574, -0.738022199627107, 0.7045237922896405], [1.621922188188635, 1.282307555467384, -0.23608082789542495], [0.42070752824995916, 1.013175126788212, 0.3248110867315483], [0.058122904331345863, 0.03256481869603439, 1.5979975458611302], [-0.11593321376799005, 0.19071147645093972, -1.5168910234781536], [-0.4429912916352151, -0.5196109794175672, -0.42463905568363425], [-0.29865158888197907, -0.5380607116547795, 1.5451973422290062]]",bi11-3,"tensor(-3, dtype=torch.int32)"
