atoms,coordinates,charge,total_energy,forces,patience,pred_energy,pred_forces,type
"[83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83]","[[-0. -0. 2.623480376473137],[0. 0. -2.5478477346713095],[2. 3. -0.043170734842028206],[1. -3. -0.06865496463171554],[-4. -0. -0.012624109876159513],[2. 0. 1.3919511300954766],[-0. 2. -1.4348111413992402],[-0. -2. 1.1385203279046738],[2. -0. -1.278509304127017],[-2. 1. 1.3411970757787894],[-2. -1. -1.4657593907318194]]",-3,-64250.59375,"[[-0. -0. -0.07949073742141743],[1. -4. -1.9063110372180354],[-0. -0. -0.448461882269815],[0. 0. -0.49675442535422554],[0. 0. 0.0115036361068781],[0. -0. -0.542015584718031],[-0. 4. 2.706633671896272],[-0. 0. -0.3202657852128],[-0. -0. 0.8645580830354399],[-0. -0. -0.514592697500486],[0. 0. 0.7150210980643401]]","[0, 0]",-64250."[[-0. -0. -0.2017733938435584],[1. -4. -1.804046444752061],[-0. 0. -0.3914390752754344],[0. 0. -0.4814690235765691],[0. 0. 0.024693383172765183],[0. -0. -0.49897369072879094],[-0. 4. 2.745290233690125],[-0. 0. -0.19718114073984866],[-0. -0. 0.7610182294144037],[-0. -0. -0.6108725965438329],[0. 0. 0.6547535191828011]]",train
"[83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83]","[[-0. -0. 2.4421143175770683],[-0. -0. -2.4645526357613106],[1. 3. 0.05876162084859987],[2. -3. 0.06404769557031358],[-3. 0. 0.150792371192302],[2. 0. 1.3056608477166236],[-0. 2. -1.2776299462059348],[-0. -2. 1.4288399684196453],[2. -0. -1.2060385938595612],[-2. 1. 1.3241084134674999],[-1. -1. -1.3951144459474556]]",-3,-64250."[[0. 1. 1.5033279326035833],[1. 2. -0.9816832094641127],[0. -0. 0.22591349768238014],[-0. 0. 0.36929500118115477],[-0. -0. -0.5508391014118723],[0. 0. -0.14236658567730287],[-0. -0. 0.2557499321902227],[-0. -2. -1.8430978600413992],[-0. -0. -0.1717135847175075],[0. 1. -0.4554281358600479],[-1. -1. 1.7893216651111281]]","[0, 0]",-64250."[[0. 1. 1.49471890206856],[1. 2. -0.9117759264364198],[0. -0. 0.2999022452434797],[-0. 0. 0.38509158753397094],[-0. -0. -0.5487882254439491],[0. 0. -0.08236256150417137],[-0. -0. 0.1419969827179858],[-0. -2. -1.8619050134728363],[-0. -0. -0.28778823023088274],[0. 1. -0.3710768929964612],[-1. -1. 1.741987132520724]]",train
"[83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83]","[[-0. 0. 2.55855023384249],[0. 0. -2.483664395004673],[1. 3. 0.02585755479180717],[1. -3. 0.049540619402692866],[-3. -0. -0.07073970906650154],[2. 1. 1.1005937254483773],[-0. 2. -1.148803444387642],[-0. -2. 1.3708456215595597],[2. -0. -1.2805460959694681],[-1. 1. 1.324752683482683],[-2. -1. -1.10632601891795]]",-3,-64250."[[1. -1. 0.3409249190367459],[-1. 0. -0.34231588661392637],[0. 1. -0.35755286941353864],[1. -0. -0.42749987232647574],[-1. 2. 1.286240317031257],[-0. -1. 0.7397726076244167],[-0. -0. -0.6139391499870371],[-1. 1. 0.3590400477240613],[1. 0. 0.4070057005723116],[-1. 0. -0.4907643687505064],[2. -1. -0.8896602912600773]]","[0, 0]",-64250."[[1. -1. 0.37645619479793563],[-1. 0. -0.4250318643597169],[0. 1. -0.37232228083854685],[1. -0. -0.50874591426236],[-2. 2. 1.3983239047004978],[-0. -1. 0.7433222001927597],[-0. -0. -0.5787654919871942],[-1. 1. 0.38651680984297176],[1. -0. 0.520942902012657],[-1. 0. -0.6043094571177561],[2. -2. -0.9363870029812478]]",train
"[83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83]","[[0. -0. 2.641879949098334],[0. -0. -2.458047527875932],[2. 3. -0.008657566655506524],[2. -3. 0.12222201804099889],[-4. -0. -0.15924664906886177],[2. 0. 1.2400768739255597],[-0. 2. -1.3052215744998714],[-0. -2. 1.151928453108445],[2. -0. -0.974538825825531],[-2. 1. 1.1696842224640336],[-2. -1. -1.3344057623728118]]",-3,-64251."[[-0. -0. -0.48522050163540814],[0. 0. -0.07554141794405633],[-0. 0. -0.05217203136140901],[0. -0. -0.21705126015358084],[-0. 0. 0.5759423380783412],[0. 0. 1.58136609878211],[-0. -0. 0.23841066002063363],[-0. 0. 0.4503145173851813],[-0. -0. -1.7662999947117302],[0. 0. -0.1245649260602459],[1. -0. -0.14462998046019296]]","[0, 0]",-64251."[[-0. -0. -0.38014891994860284],[0. 0. -0.12719789912783985],[0. 0. -0.05376522363777668],[0. -0. -0.198561796886633],[-0. 0. 0.5863608750733521],[0. 0. 1.6022219033276972],[-0. -0. 0.26387153825479814],[-0. 0. 0.4006560483373047],[-0. -0. -1.8288649747110814],[0. 0. -0.18677761269642362],[1. -0. -0.07779393798479467]]",train
"[83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83]","[[-0. 0. 2.5879011670828223],[-0. 0. -2.563258291929188],[2. 3. -0.11724312871310419],[2. -3. -0.010261671925377263],[-3. 0. -0.10159891014277274],[2. 0. 1.253230743114624],[-0. 2. -1.2429787035065039],[-0. -2. 1.2711073488960294],[2. -0. -1.3386573951814706],[-1. 1. 1.1385223195074246],[-1. -1. -1.193892802727775]]",-3,-64251."[[1. -1. 0.21079992790255467],[0. -0. -0.04525043271550235],[-0. 1. -0.5132117058090715],[-0. 0. -0.011115625572668365],[0. -0. -0.1788217118584036],[-0. -1. 0.08110174012845951],[0. 0. -1.000462557308339],[0. -0. 0.29908204321057713],[-0. 0. 0.5426017965620183],[-1. 0. 0.7384068368721093],[-0. 0. -0.12798644918965207]]","[0, 0]",-64251."[[1. -1. 0.2788480940070377],[0. 0. -0.05435709876009916],[-0. 1. -0.4868054446840702],[-0. 0. 0.030174102620246408],[0. -0. -0.1994859454209687],[0. -1. 0.059967168280689404],[0. 0. -1.07227023746811],[0. -0. 0.3329173054973298],[-0. 0. 0.5375075852029967],[-1. 0. 0.763606957219483],[-0. 0. -0.19010248649453473]]",train
"[83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83]","[[-0. -0. 2.6927451399566507],[0. -0. -2.5441058457159405],[2. 3. -0.05489218093417269],[1. -3. 0.06328891932660226],[-4. 0. 0.05497116336357552],[2. 0. 1.3597118083961486],[-0. 2. -1.3615576893459855],[-0. -2. 1.1735250535852315],[2. -0. -1.2572555543401054],[-1. 2. 1.2533901469090194],[-1. -1. -1.2125384194677247]]",-3,-64251."[[0. 0. -0.7125230128554888],[-0. 0. -0.07334960271264258],[0. 0. 0.2697326787541599],[0. -1. 0.3292731873061236],[1. -0. -0.008732134494898215],[-0. -0. -0.343213767754967],[-0. -0. 0.16592715959643659],[-0. 0. 0.9933724793215868],[0. 1. 0.04861263532006434],[-0. -0. -0.32426894362004316],[-0. 0. -0.3423362497621912]]","[0, 0]",-64251."[[0. 0. -0.6864613806431414],[-0. 0. -0.08194413048000226],[0. 0. 0.26185065314015266],[0. -1. 0.29845335127169753],[1. -0. -0.006978037970565162],[-0. -0. -0.33438133632809997],[-0. -0. 0.1776923012411817],[-0. 0. 1.028093258119891],[0. 1. 0.05535669559339554],[-0. -0. -0.34904080411597627],[-0. 0. -0.3626405698285336]]",train
"[83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83]","[[0. 0. 2.664824736283583],[0. 0. -2.646938384225316],[1. 3. -0.0007170319090254009],[1. -3. -0.07374526620292203],[-4. 0. 0.04174198534462521],[2. 0. 1.243745904298828],[-0. 2. -1.291174869841446],[-0. -2. 1.3090725943009909],[2. -0. -1.3631296059540852],[-2. 1. 1.3218870561137965],[-1. -1. -1.2269533488173985]]",-3,-64251."[[-0. -0. -0.1050434031682766],[-0. -1. -0.5350180664961188],[0. -0. 0.10549905432174783],[-0. 0. 0.005105517438559332],[0. -0. -0.2682410781437616],[0. 0. -0.3872962299356253],[-0. 1. 0.7091224699394465],[0. 0. -0.09323833076056923],[0. -0. 0.8150776896355812],[0. 0. -0.31662664379183647],[-0. 0. 0.08824683975320008]]","[0, 0]",-64251."[[-0. -0. -0.12659835432426564],[-0. -1. -0.524532265229112],[0. 0. 0.07514580952252622],[-0. 0. 0.016555198160032224],[0. -0. -0.30748959440402257],[0. 0. -0.34926003616424706],[-0. 1. 0.7446439494933759],[0. 0. -0.14354223560803953],[0. -0. 0.7389796251875274],[0. 0. -0.2344281369945968],[-0. 0. 0.11052604036082221]]",train
"[83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83]","[[-0. -0. 2.429642485243686],[-0. 0. -2.5528727402700695],[2. 3. 0.01646278729945398],[1. -3. -0.041003560927410754],[-4. 0. -0.007093452665234943],[2. 0. 1.1479485981939472],[-0. 2. -1.196355042200588],[-0. -2. 1.3061394698138442],[2. -1. -1.2719537745383784],[-2. 1. 1.1643503962862893],[-2. -1. -1.1850744081103948]]",-3,-64251."[[1. 1. 0.8176719341556832],[0. -1. -0.3215606449008216],[0. 0. -0.09902002504921499],[0. -1. -0.2555306683917347],[-0. -0. -0.2071612492804153],[-0. -1. -0.0014063443252250339],[-0. 1. 0.1635211713536011],[-1. -0. -0.3440705112227454],[0. 1. -0.25782167683780216],[0. 1. 0.7813432548977723],[0. -0. -0.25776701515445494]]","[0, 0]",-64251."[[1. 1. 0.8699018352746412],[0. -1. -0.40051771495201616],[0. 0. -0.11541881561231543],[0. -1. -0.20988139004097223],[-1. -0. -0.19747040964015142],[-0. -1. -0.0018147070848762992],[-0. 0. 0.204366299089634],[-1. -1. -0.5310882614214264],[0. 1. -0.23368740978561844],[0. 1. 0.7852216480714029],[0. -0. -0.16961107389830152]]",train
"[83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83]","[[-0. -0. 2.5276718095949606],[-0. -0. -2.555301241608122],[2. 3. -0.03549042822571664],[2. -3. 0.03512018683683039],[-3. 0. 0.1517203000819937],[2. 0. 1.1840988608592569],[-0. 2. -1.2629525587057595],[-0. -2. 1.471336471105233],[2. -0. -1.1856384982743515],[-2. 2. 1.039602181668141],[-2. -2. -1.1741440090974666]]",-3,-64251."[[-0. 0. -0.13044087704275387],[0. -0. 0.4484993689745752],[0. 0. 0.09442597538765096],[-0. -0. 0.43368425301426755],[-0. -1. -0.56582401311857],[-0. 0. 0.5980646360960428],[0. -0. -1.0417570679499217],[0. -0. -0.7150601788539394],[-0. 0. -0.7841611855162378],[0. -0. 1.2587639508384707],[0. 1. 0.40825016661058683]]","[0, 0]",-64251."[[-0. 0. -0.08649717125972964],[0. -0. 0.40850969473317755],[0. 0. 0.1196201903471695],[-0. -0. 0.45139494215032705],[-0. -1. -0.5585180171642197],[0. 0. 0.6087378675389669],[0. -0. -1.1113030726719686],[0. -0. -0.752568128048775],[-0. 0. -0.8597674903204544],[0. -0. 1.3286051330859872],[0. 0. 0.45178605160951923]]",train
"[83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83]","[[-0. 0. 2.5669616247679],[0. 0. -2.518651053492917],[2. 3. -0.19335574606109895],[2. -3. -0.005747138099137055],[-4. 0. 0.02998796096699304],[2. 0. 1.2589427045439434],[-0. 2. -1.2047455148138004],[-0. -2. 1.3818541941896654],[2. -0. -1.1552029041583403],[-2. 1. 1.1972447320415271],[-2. -1. -1.3616328663941841]]",-3,-64251."[[0. -0. -0.20823633094903313],[-0. -0. -0.2192193698007772],[0. -0. 0.44346308932544176],[-0. 0. 0.11884308708619673],[0. -0. -0.31586297430981397],[-0. 0. 0.20362772883555258],[-0. 0. -0.26974466010149756],[0. 0. -0.8410314476967475],[0. -0. 0.005503490488791355],[-0. -0. 0.1620845409590995],[0. 0. 0.913589561575824]]","[0, 0]",-64251."[[0. -0. -0.22382963834350383],[-0. -0. -0.22729302165992166],[0. -0. 0.4325606879884587],[-0. 0. 0.14134279422675938],[0. -0. -0.3387088319872814],[-0. 0. 0.22946029115884772],[-0. 0. -0.2626273667625614],[0. 0. -0.8460760355081006],[0. -0. -0.012771522356950019],[-0. -0. 0.16373738117616046],[-0. 0. 0.9442052620680927]]",train
"[83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83]","[[0. 0. 2.58921943450207],[-0. 0. -2.714841846067835],[1. 3. -0.06960169705492134],[1. -3. -0.07214051054005959],[-3. -0. -0.09597698216324992],[2. 0. 1.1716286876826951],[-0. 2. -1.2335030947716963],[-0. -2. 1.2904925293886198],[2. -0. -1.3682591427501958],[-2. 1. 1.2091431130177972],[-2. -1. -1.2568809574260909]]",-3,-64251."[[-0. -0. -0.4224952172636626],[0. -0. 0.6349692427796254],[0. 0. 0.3789461050168497],[-0. 0. -0.10598015941055007],[-0. -0. 0.055411057487805435],[-0. -0. -0.08859630428756306],[-0. -0. -0.36085946416826836],[0. 0. -0.24074362889342854],[-0. -0. 0.14643299325718667],[0. -0. 0.2078633665188191],[0. 0. -0.20263980761215916]]","[0, 0]",-64251."[[-0. -0. -0.4085197558163958],[0. -0. 0.6269450958182534],[0. 0. 0.3772743955557374],[-0. 0. -0.10526669229168281],[-0. -0. 0.028999627559857827],[-0. 0. -0.1458110630646009],[-0. -0. -0.37591112848426234],[0. 0. -0.2687880309044829],[-0. -0. 0.1988702544590558],[0. -0. 0.22151662780108022],[0. 0. -0.1493093306325598]]",train
"[83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83]","[[-0. 0. 2.5532728702654146],[-0. 0. -2.7956179589253],[1. 3. 0.07183723291357917],[1. -3. 0.019868025220030935],[-3. 0. -0.13774634887246684],[2. 0. 1.351833589366296],[-0. 2. -1.3112763817894115],[-0. -2. 1.294654480898524],[2. -1. -1.2836975970731215],[-1. 1. 1.1692661309866552],[-1. -1. -1.3003875760964316]]",-3,-64251."[[1. -0. 0.5857495593840664],[0. -0. 0.6767846592088915],[-0. -0. -0.15437456965837637],[0. -1. 0.18682257793118257],[-0. -0. -0.16809388084716034],[-0. -0. -0.7945217085273406],[0. -0. -0.22405206938935396],[-0. -0. 0.08995477310286638],[-0. 1. -0.18747162757107802],[-0. 1. -0.010541194529861497],[0. -0. -0.0003609523324656579]]","[0, 0]",-64251."[[1. -0. 0.6267997641502818],[0. -0. 0.6309882619558316],[-0. -0. -0.13514142960992884],[0. -1. 0.2616172622879139],[-0. -0. -0.2262913612337159],[-0. -0. -0.7533318048802851],[0. -0. -0.24919179517727463],[-0. -0. 0.09098913457233118],[-0. 1. -0.2286898578708184],[-0. 1. -0.008115275485411272],[0. -0. -0.00963289870892406]]",train
